,County,Latitude,Longitude,Ocean Proximity,Population,Households,Average Income,Average House Value
8211,Los Angeles,34.24,-118.24,<1H OCEAN,2994,1053,73656,387100
8212,Los Angeles,33.76,-118.23,NEAR OCEAN,29,16,50000,87500
8213,Los Angeles,33.78,-118.23,NEAR OCEAN,69,23,25588,350000
8214,Los Angeles,33.8,-118.23,NEAR OCEAN,165,112,13333,187500
8215,Los Angeles,33.84,-118.23,<1H OCEAN,888,216,53307,207000
8216,Los Angeles,33.88,-118.23,<1H OCEAN,1967,512,28568,111750
8217,Los Angeles,33.89,-118.23,<1H OCEAN,7799,2016,25002,115400
8218,Los Angeles,33.9,-118.23,<1H OCEAN,6948,1521,23330,99725
8219,Los Angeles,33.91,-118.23,<1H OCEAN,5872,1131,25992,88240
8220,Los Angeles,33.92,-118.23,<1H OCEAN,5317,1360,13484,103267
8221,Los Angeles,33.93,-118.23,<1H OCEAN,5548,1255,14739,97050
8222,Los Angeles,33.94,-118.23,<1H OCEAN,4069,799,21709,93267
8223,Los Angeles,33.95,-118.23,<1H OCEAN,6583,1484,11977,107675
8224,Los Angeles,33.96,-118.23,<1H OCEAN,8141,1836,22401,125925
8225,Los Angeles,33.97,-118.23,<1H OCEAN,4188,967,21508,140350
8226,Los Angeles,33.98,-118.23,<1H OCEAN,7508,1703,21963,161300
8227,Los Angeles,33.99,-118.23,<1H OCEAN,1553,355,33560,138750
8228,Los Angeles,34.0,-118.23,<1H OCEAN,267,55,15227,350000
8229,Los Angeles,34.05,-118.23,<1H OCEAN,346,251,25313,225000
8230,Los Angeles,34.07,-118.23,<1H OCEAN,1983,559,25833,150050
8231,Los Angeles,34.09,-118.23,<1H OCEAN,4783,1266,24973,155725
8232,Los Angeles,34.1,-118.23,<1H OCEAN,4456,1198,23865,151233
8233,Los Angeles,34.11,-118.23,<1H OCEAN,6211,1689,39923,188867
8234,Los Angeles,34.12,-118.23,<1H OCEAN,2387,887,33966,202450
8235,Los Angeles,34.13,-118.23,<1H OCEAN,3573,1255,40166,220400
8236,Los Angeles,34.14,-118.23,<1H OCEAN,3988,1684,26464,200200
8237,Los Angeles,34.15,-118.23,<1H OCEAN,4016,1535,38220,295267
8238,Los Angeles,34.16,-118.23,<1H OCEAN,1359,547,51718,429100
8239,Los Angeles,34.17,-118.23,<1H OCEAN,2099,937,35781,366700
8240,Los Angeles,34.18,-118.23,<1H OCEAN,2468,925,60026,442000
8241,Los Angeles,34.2,-118.23,<1H OCEAN,1557,591,43957,312100
8242,Los Angeles,34.21,-118.23,<1H OCEAN,4247,2036,38040,252240
8243,Los Angeles,34.22,-118.23,<1H OCEAN,1697,660,52628,396400
8244,Los Angeles,34.23,-118.23,<1H OCEAN,1055,362,60000,367100
8245,Los Angeles,34.24,-118.23,<1H OCEAN,1695,572,76420,396400
8246,Los Angeles,34.65,-118.23,INLAND,766,335,35673,136300
8247,Los Angeles,34.66,-118.23,INLAND,1059,338,36382,138200
8248,Kern,35.48,-118.23,INLAND,775,380,18369,59400
8249,Los Angeles,33.79,-118.22,NEAR OCEAN,2759,646,20000,120850
8250,Los Angeles,33.8,-118.22,NEAR OCEAN,3055,777,38229,161100
8251,Los Angeles,33.81,-118.22,NEAR OCEAN,1947,509,35936,152350
8252,Los Angeles,33.82,-118.22,NEAR OCEAN,4809,1695,27698,142200
8253,Los Angeles,33.83,-118.22,<1H OCEAN,3004,962,40216,169933
8254,Los Angeles,33.84,-118.22,<1H OCEAN,2365,668,40453,164300
8255,Los Angeles,33.86,-118.22,<1H OCEAN,3944,1493,51948,203500
8256,Los Angeles,33.88,-118.22,<1H OCEAN,2351,561,18912,102200
8257,Los Angeles,33.89,-118.22,<1H OCEAN,2599,649,23099,120025
8258,Los Angeles,33.9,-118.22,<1H OCEAN,6256,1380,22185,105580
8259,Los Angeles,33.91,-118.22,<1H OCEAN,3836,793,22914,98500
8260,Los Angeles,33.92,-118.22,<1H OCEAN,4896,1016,25287,104767
8261,Los Angeles,33.93,-118.22,<1H OCEAN,3189,659,26066,127500
8262,Los Angeles,33.94,-118.22,<1H OCEAN,6096,1302,30249,142140
8263,Los Angeles,33.95,-118.22,<1H OCEAN,6745,1480,29848,155650
8264,Los Angeles,33.96,-118.22,<1H OCEAN,7475,1848,24793,163925
8265,Los Angeles,33.97,-118.22,<1H OCEAN,4116,1022,31529,170900
8266,Los Angeles,33.98,-118.22,<1H OCEAN,17679,4727,22747,171267
8267,Los Angeles,33.99,-118.22,<1H OCEAN,5259,1331,32612,164233
8268,Los Angeles,34.03,-118.22,<1H OCEAN,888,218,18125,139600
8269,Los Angeles,34.04,-118.22,<1H OCEAN,3885,1032,14676,128350
8270,Los Angeles,34.05,-118.22,<1H OCEAN,7501,1949,17978,140900
8271,Los Angeles,34.06,-118.22,<1H OCEAN,1173,348,62304,132800
8272,Los Angeles,34.07,-118.22,<1H OCEAN,3138,743,18798,152050
8273,Los Angeles,34.08,-118.22,<1H OCEAN,2678,634,18938,153150
8274,Los Angeles,34.09,-118.22,<1H OCEAN,5742,1363,24239,150900
8275,Los Angeles,34.1,-118.22,<1H OCEAN,3972,1104,40841,224350
8276,Los Angeles,34.11,-118.22,<1H OCEAN,1371,565,52083,220900
8277,Los Angeles,34.12,-118.22,<1H OCEAN,3420,1197,41484,213100
8278,Los Angeles,34.13,-118.22,<1H OCEAN,4439,1582,41671,207525
8279,Los Angeles,34.14,-118.22,<1H OCEAN,3663,1270,49384,260133
8280,Los Angeles,34.19,-118.22,<1H OCEAN,3456,1589,40408,380367
8281,Los Angeles,34.21,-118.22,<1H OCEAN,1030,395,35707,341700
8282,Los Angeles,34.22,-118.22,<1H OCEAN,1094,402,70059,500001
8283,Los Angeles,34.23,-118.22,<1H OCEAN,1268,478,84802,500001
8284,Los Angeles,34.52,-118.22,INLAND,2298,717,65538,311600
8285,Los Angeles,34.63,-118.22,INLAND,5839,1806,53799,222400
8286,Los Angeles,34.66,-118.22,INLAND,1867,586,49000,152400
8287,Los Angeles,34.67,-118.22,INLAND,1162,384,43636,179700
8288,Los Angeles,33.79,-118.21,NEAR OCEAN,4497,1027,28226,137400
8289,Los Angeles,33.8,-118.21,NEAR OCEAN,3132,849,34195,144300
8290,Los Angeles,33.81,-118.21,NEAR OCEAN,5350,1338,34901,160125
8291,Los Angeles,33.82,-118.21,NEAR OCEAN,3718,972,39120,153575
8292,Los Angeles,33.83,-118.21,NEAR OCEAN,601,187,28837,176100
8293,Los Angeles,33.84,-118.21,<1H OCEAN,627,192,34583,166300
8294,Los Angeles,33.88,-118.21,<1H OCEAN,4427,1267,27160,131850
8295,Los Angeles,33.89,-118.21,<1H OCEAN,4550,1153,32002,115375
8296,Los Angeles,33.9,-118.21,<1H OCEAN,4318,1151,23863,108567
8297,Los Angeles,33.91,-118.21,<1H OCEAN,5605,1221,23787,116167
8298,Los Angeles,33.92,-118.21,<1H OCEAN,10337,2223,28043,129700
8299,Los Angeles,33.93,-118.21,<1H OCEAN,9661,2220,24446,126560
8300,Los Angeles,33.94,-118.21,<1H OCEAN,6449,1597,25624,150875
8301,Los Angeles,33.95,-118.21,<1H OCEAN,9702,2506,20546,157700
8302,Los Angeles,33.96,-118.21,<1H OCEAN,8165,2181,20733,159600
8303,Los Angeles,33.97,-118.21,<1H OCEAN,8831,2098,30657,168900
8304,Los Angeles,33.98,-118.21,<1H OCEAN,4352,1058,27619,165033
8305,Los Angeles,33.99,-118.21,<1H OCEAN,51,23,32188,112500
8306,Los Angeles,34.02,-118.21,<1H OCEAN,3050,682,38747,110167
8307,Los Angeles,34.03,-118.21,<1H OCEAN,5030,1211,24145,143550
8308,Los Angeles,34.04,-118.21,<1H OCEAN,9031,2188,22739,149300
8309,Los Angeles,34.05,-118.21,<1H OCEAN,10534,2444,20217,134567
8310,Los Angeles,34.06,-118.21,<1H OCEAN,3166,666,21114,137800
8311,Los Angeles,34.07,-118.21,<1H OCEAN,7296,1796,21199,168200
8312,Los Angeles,34.08,-118.21,<1H OCEAN,7572,1865,23069,153367
8313,Los Angeles,34.09,-118.21,<1H OCEAN,6590,1624,22085,147525
8314,Los Angeles,34.1,-118.21,<1H OCEAN,5377,1971,40179,215600
8315,Los Angeles,34.11,-118.21,<1H OCEAN,1661,533,43812,228200
8316,Los Angeles,34.12,-118.21,<1H OCEAN,5505,1592,33062,177550
8317,Los Angeles,34.13,-118.21,<1H OCEAN,1433,570,32500,214200
8318,Los Angeles,34.14,-118.21,<1H OCEAN,2517,975,27244,188150
8319,Los Angeles,34.16,-118.21,<1H OCEAN,199,75,59199,420500
8320,Los Angeles,34.17,-118.21,<1H OCEAN,3401,1178,81325,472700
8321,Los Angeles,34.18,-118.21,<1H OCEAN,1113,318,121579,500001
8322,Los Angeles,34.2,-118.21,<1H OCEAN,1409,534,63794,500001
8323,Los Angeles,34.21,-118.21,<1H OCEAN,757,255,47734,450800
8324,Los Angeles,34.22,-118.21,<1H OCEAN,2181,673,88079,500001
8325,Los Angeles,34.56,-118.21,INLAND,1048,380,47097,262100
8326,Los Angeles,34.64,-118.21,INLAND,1273,426,59508,181100
8327,Los Angeles,34.65,-118.21,INLAND,2313,756,30441,140100
8328,Los Angeles,33.77,-118.2,NEAR OCEAN,7306,2814,20024,142733
8329,Los Angeles,33.78,-118.2,NEAR OCEAN,6471,1816,20080,168767
8330,Los Angeles,33.79,-118.2,NEAR OCEAN,7508,2246,26877,171250
8331,Los Angeles,33.8,-118.2,NEAR OCEAN,5753,2205,33466,200850
8332,Los Angeles,33.81,-118.2,NEAR OCEAN,4019,1383,45966,205725
8333,Los Angeles,33.82,-118.2,NEAR OCEAN,4084,1476,40978,225300
8334,Los Angeles,33.83,-118.2,NEAR OCEAN,1305,583,72096,490300
8335,Los Angeles,33.84,-118.2,NEAR OCEAN,1953,671,27813,159200
8336,Los Angeles,33.85,-118.2,<1H OCEAN,3646,1129,23942,153650
8337,Los Angeles,33.86,-118.2,<1H OCEAN,1690,794,26465,160200
8338,Los Angeles,33.87,-118.2,<1H OCEAN,2783,793,35618,158367
8339,Los Angeles,33.88,-118.2,<1H OCEAN,4046,1019,37226,142100
8340,Los Angeles,33.89,-118.2,<1H OCEAN,4669,1092,26266,106500
8341,Los Angeles,33.9,-118.2,<1H OCEAN,4569,975,23713,104433
8342,Los Angeles,33.91,-118.2,<1H OCEAN,3330,760,32336,118250
8343,Los Angeles,33.92,-118.2,<1H OCEAN,3829,907,32982,141500
8344,Los Angeles,33.93,-118.2,<1H OCEAN,7528,1789,28591,142300
8345,Los Angeles,33.94,-118.2,<1H OCEAN,6801,1652,34286,162500
8346,Los Angeles,33.95,-118.2,<1H OCEAN,2889,726,22836,158400
8347,Los Angeles,33.96,-118.2,<1H OCEAN,9620,2357,28758,165240
8348,Los Angeles,33.97,-118.2,<1H OCEAN,5705,1412,23451,165033
8349,Los Angeles,33.98,-118.2,<1H OCEAN,7133,1696,20604,163425
8350,Los Angeles,33.99,-118.2,<1H OCEAN,9938,2223,24302,153040
8351,Los Angeles,34.02,-118.2,<1H OCEAN,4413,1027,26309,144575
8352,Los Angeles,34.03,-118.2,<1H OCEAN,6318,1521,21564,134920
8353,Los Angeles,34.04,-118.2,<1H OCEAN,8819,2260,20929,135883
8354,Los Angeles,34.05,-118.2,<1H OCEAN,13232,3118,21374,135012
8355,Los Angeles,34.06,-118.2,<1H OCEAN,2375,555,21709,111233
8356,Los Angeles,34.07,-118.2,<1H OCEAN,3891,867,21322,149600
8357,Los Angeles,34.08,-118.2,<1H OCEAN,3104,752,23298,120000
8358,Los Angeles,34.09,-118.2,<1H OCEAN,1668,378,25343,138200
8359,Los Angeles,34.1,-118.2,<1H OCEAN,4336,1163,20700,154500
8360,Los Angeles,34.11,-118.2,<1H OCEAN,10307,2704,27397,168520
8361,Los Angeles,34.12,-118.2,<1H OCEAN,4519,1266,30215,161733
8362,Los Angeles,34.13,-118.2,<1H OCEAN,6552,1807,36280,187867
8363,Los Angeles,34.14,-118.2,<1H OCEAN,4073,1381,45269,238367
8364,Los Angeles,34.16,-118.2,<1H OCEAN,2465,862,68317,446100
8365,Los Angeles,34.19,-118.2,<1H OCEAN,798,243,150001,500001
8366,Los Angeles,34.2,-118.2,<1H OCEAN,1219,429,69870,500001
8367,Los Angeles,34.21,-118.2,<1H OCEAN,1274,448,72973,471950
8368,Los Angeles,34.69,-118.2,INLAND,7694,1278,48750,163400
8369,Los Angeles,33.76,-118.19,NEAR OCEAN,632,385,46629,162500
8370,Los Angeles,33.77,-118.19,NEAR OCEAN,3668,2197,13315,156250
8371,Los Angeles,33.78,-118.19,NEAR OCEAN,8883,3243,18941,170325
8372,Los Angeles,33.79,-118.19,NEAR OCEAN,13200,3334,18719,135800
8373,Los Angeles,33.8,-118.19,NEAR OCEAN,5774,1737,23925,164267
8374,Los Angeles,33.81,-118.19,NEAR OCEAN,1842,757,35196,189900
8375,Los Angeles,33.82,-118.19,NEAR OCEAN,2336,1076,40942,223150
8376,Los Angeles,33.83,-118.19,NEAR OCEAN,2858,1291,49780,399200
8377,Los Angeles,33.84,-118.19,NEAR OCEAN,1933,828,32136,205550
8378,Los Angeles,33.85,-118.19,NEAR OCEAN,4176,1592,31080,150633
8379,Los Angeles,33.86,-118.19,<1H OCEAN,6142,2094,30409,154060
8380,Los Angeles,33.87,-118.19,<1H OCEAN,4365,1831,30385,171500
8381,Los Angeles,33.89,-118.19,<1H OCEAN,6495,1550,23574,106800
8382,Los Angeles,33.9,-118.19,<1H OCEAN,6135,1414,22962,107767
8383,Los Angeles,33.91,-118.19,<1H OCEAN,5270,1294,24732,125967
8384,Los Angeles,33.92,-118.19,<1H OCEAN,4354,1001,28274,131667
8385,Los Angeles,33.93,-118.19,<1H OCEAN,4067,997,32764,145467
8386,Los Angeles,33.94,-118.19,<1H OCEAN,2426,693,33754,164450
8387,Los Angeles,33.95,-118.19,<1H OCEAN,6262,1690,28672,163525
8388,Los Angeles,33.96,-118.19,<1H OCEAN,4674,1262,23258,146900
8389,Los Angeles,33.97,-118.19,<1H OCEAN,8201,2232,20414,168667
8390,Los Angeles,33.98,-118.19,<1H OCEAN,7277,1812,22142,169100
8391,Los Angeles,33.99,-118.19,<1H OCEAN,10279,2438,28137,152650
8392,Los Angeles,34.02,-118.19,<1H OCEAN,7361,1609,20922,140450
8393,Los Angeles,34.03,-118.19,<1H OCEAN,6279,1529,23678,138380
8394,Los Angeles,34.04,-118.19,<1H OCEAN,8437,1828,22642,145733
8395,Los Angeles,34.05,-118.19,<1H OCEAN,8909,1910,24426,126288
8396,Los Angeles,34.06,-118.19,<1H OCEAN,6953,1548,19972,127625
8397,Los Angeles,34.07,-118.19,<1H OCEAN,3280,998,31996,167950
8398,Los Angeles,34.08,-118.19,<1H OCEAN,2542,637,21224,127500
8399,Los Angeles,34.09,-118.19,<1H OCEAN,2043,537,19706,144200
8400,Los Angeles,34.1,-118.19,<1H OCEAN,2522,781,37256,183450
8401,Los Angeles,34.11,-118.19,<1H OCEAN,3238,1074,26251,154367
8402,Los Angeles,34.12,-118.19,<1H OCEAN,11353,3229,31274,166033
8403,Los Angeles,34.13,-118.19,<1H OCEAN,2197,727,35268,189200
8404,Los Angeles,34.14,-118.19,<1H OCEAN,3488,1251,44126,252867
8405,Los Angeles,34.16,-118.19,<1H OCEAN,735,266,66009,375700
8406,Los Angeles,34.19,-118.19,<1H OCEAN,825,254,150001,500001
8407,Los Angeles,34.2,-118.19,<1H OCEAN,859,302,74190,483700
8408,Los Angeles,34.21,-118.19,<1H OCEAN,680,225,65530,500001
8409,Los Angeles,34.22,-118.19,<1H OCEAN,4353,1482,98413,500001
8410,Los Angeles,34.65,-118.19,INLAND,913,314,39963,126800
8411,Los Angeles,34.67,-118.19,INLAND,5731,1692,50285,167900
8412,Los Angeles,34.77,-118.19,INLAND,704,330,21979,146400
8413,Kern,34.87,-118.19,INLAND,923,338,50553,111100
8414,Kern,35.05,-118.19,INLAND,1631,526,37452,83200
8415,Los Angeles,33.74,-118.18,NEAR OCEAN,2136,1503,40968,310000
8416,Los Angeles,33.77,-118.18,NEAR OCEAN,8357,4402,18415,177588
8417,Los Angeles,33.78,-118.18,NEAR OCEAN,10249,2823,16277,138180
8418,Los Angeles,33.79,-118.18,NEAR OCEAN,4728,1183,16259,140167
8419,Los Angeles,33.8,-118.18,NEAR OCEAN,6656,1758,22927,132800
8420,Los Angeles,33.81,-118.18,NEAR OCEAN,315,96,17500,154200
8421,Los Angeles,33.82,-118.18,NEAR OCEAN,2152,926,38465,226067
8422,Los Angeles,33.83,-118.18,NEAR OCEAN,3493,1649,41722,346850
8423,Los Angeles,33.84,-118.18,NEAR OCEAN,1654,828,34074,367100
8424,Los Angeles,33.85,-118.18,<1H OCEAN,7165,2521,30618,165300
8425,Los Angeles,33.86,-118.18,<1H OCEAN,3376,1256,30234,161050
8426,Los Angeles,33.87,-118.18,<1H OCEAN,3809,1448,37531,169967
8427,Los Angeles,33.88,-118.18,<1H OCEAN,3151,912,41775,163900
8428,Los Angeles,33.89,-118.18,<1H OCEAN,4149,1362,26742,131900
8429,Los Angeles,33.9,-118.18,<1H OCEAN,8583,1899,29801,147300
8430,Los Angeles,33.91,-118.18,<1H OCEAN,2413,546,25380,131250
8431,Los Angeles,33.92,-118.18,<1H OCEAN,2990,676,28658,136650
8432,Los Angeles,33.93,-118.18,<1H OCEAN,2769,659,22969,135050
8433,Los Angeles,33.94,-118.18,<1H OCEAN,3308,810,30844,174300
8434,Los Angeles,33.95,-118.18,<1H OCEAN,4053,1144,32218,159850
8435,Los Angeles,33.96,-118.18,<1H OCEAN,402,105,14167,137500
8436,Los Angeles,33.97,-118.18,<1H OCEAN,14443,3446,21785,171100
8437,Los Angeles,33.98,-118.18,<1H OCEAN,8745,2214,25526,173680
8438,Los Angeles,33.99,-118.18,<1H OCEAN,4177,1016,20745,162467
8439,Los Angeles,34.01,-118.18,<1H OCEAN,2510,582,24913,138050
8440,Los Angeles,34.02,-118.18,<1H OCEAN,7384,1601,26102,136860
8441,Los Angeles,34.03,-118.18,<1H OCEAN,9180,2002,21448,138800
8442,Los Angeles,34.04,-118.18,<1H OCEAN,5364,1370,24599,140400
8443,Los Angeles,34.05,-118.18,<1H OCEAN,6310,1409,28882,121380
8444,Los Angeles,34.06,-118.18,<1H OCEAN,3348,825,20108,129033
8445,Los Angeles,34.07,-118.18,<1H OCEAN,2218,621,26842,156000
8446,Los Angeles,34.08,-118.18,<1H OCEAN,4869,1215,27462,138900
8447,Los Angeles,34.09,-118.18,<1H OCEAN,4352,1058,30006,166850
8448,Los Angeles,34.1,-118.18,<1H OCEAN,3334,1593,48896,187775
8449,Los Angeles,34.11,-118.18,<1H OCEAN,1957,642,25288,168000
8450,Los Angeles,34.12,-118.18,<1H OCEAN,4268,1409,28336,168800
8451,Los Angeles,34.13,-118.18,<1H OCEAN,3375,1296,58836,340967
8452,Los Angeles,34.14,-118.18,<1H OCEAN,1131,465,77116,360900
8453,Los Angeles,34.16,-118.18,<1H OCEAN,1699,715,94987,500001
8454,Los Angeles,34.17,-118.18,<1H OCEAN,1467,582,90702,500001
8455,Los Angeles,34.19,-118.18,<1H OCEAN,528,155,150001,500001
8456,Los Angeles,34.2,-118.18,<1H OCEAN,668,239,87200,415900
8457,Los Angeles,34.22,-118.18,<1H OCEAN,853,271,59845,241700
8458,Los Angeles,34.63,-118.18,INLAND,1677,578,41573,228100
8459,Inyo,36.63,-118.18,INLAND,1019,384,22574,104700
8460,Inyo,37.35,-118.18,INLAND,1501,714,21212,108300
8461,Los Angeles,33.74,-118.17,NEAR OCEAN,807,426,37838,500001
8462,Los Angeles,33.77,-118.17,NEAR OCEAN,13569,6883,26169,197622
8463,Los Angeles,33.78,-118.17,NEAR OCEAN,10704,2542,18740,157967
8464,Los Angeles,33.79,-118.17,NEAR OCEAN,8506,1849,19039,118475
8465,Los Angeles,33.8,-118.17,NEAR OCEAN,883,366,35313,187500
8466,Los Angeles,33.82,-118.17,NEAR OCEAN,2665,1139,48230,260200
8467,Los Angeles,33.83,-118.17,NEAR OCEAN,2211,863,44280,261833
8468,Los Angeles,33.84,-118.17,<1H OCEAN,4251,1927,37551,204833
8469,Los Angeles,33.85,-118.17,<1H OCEAN,3626,1219,36459,186750
8470,Los Angeles,33.86,-118.17,<1H OCEAN,3414,1213,27980,165100
8471,Los Angeles,33.87,-118.17,<1H OCEAN,5959,1922,33354,164025
8472,Los Angeles,33.88,-118.17,<1H OCEAN,1751,534,30472,164700
8473,Los Angeles,33.89,-118.17,<1H OCEAN,3684,881,49376,255350
8474,Los Angeles,33.9,-118.17,<1H OCEAN,3215,854,28681,114200
8475,Los Angeles,33.91,-118.17,<1H OCEAN,2862,844,36140,159700
8476,Los Angeles,33.92,-118.17,<1H OCEAN,2808,885,37598,169300
8477,Los Angeles,33.94,-118.17,<1H OCEAN,499,202,46389,165500
8478,Los Angeles,33.95,-118.17,<1H OCEAN,1380,535,19107,181900
8479,Los Angeles,33.96,-118.17,<1H OCEAN,11451,2409,23791,158300
8480,Los Angeles,33.97,-118.17,<1H OCEAN,5664,1550,23236,163600
8481,Los Angeles,33.98,-118.17,<1H OCEAN,6320,1444,29663,154300
8482,Los Angeles,34.01,-118.17,<1H OCEAN,3292,741,29012,140050
8483,Los Angeles,34.02,-118.17,<1H OCEAN,4381,995,21064,134780
8484,Los Angeles,34.03,-118.17,<1H OCEAN,6492,1558,24165,134675
8485,Los Angeles,34.04,-118.17,<1H OCEAN,4362,976,24170,133783
8486,Los Angeles,34.05,-118.17,<1H OCEAN,4704,688,30413,123967
8487,Los Angeles,34.06,-118.17,<1H OCEAN,5131,753,23876,132767
8488,Los Angeles,34.07,-118.17,<1H OCEAN,2324,708,36851,149250
8489,Los Angeles,34.08,-118.17,<1H OCEAN,1667,407,33014,153000
8490,Los Angeles,34.09,-118.17,<1H OCEAN,7378,1857,27283,152300
8491,Los Angeles,34.1,-118.17,<1H OCEAN,4724,1345,41617,255200
8492,Los Angeles,34.11,-118.17,<1H OCEAN,3262,1379,43041,330150
8493,Los Angeles,34.12,-118.17,<1H OCEAN,4681,1789,36637,251967
8494,Los Angeles,34.14,-118.17,<1H OCEAN,759,305,117894,500001
8495,Los Angeles,34.18,-118.17,<1H OCEAN,1435,508,36111,192750
8496,Los Angeles,34.19,-118.17,<1H OCEAN,1035,312,40985,173100
8497,Los Angeles,34.61,-118.17,INLAND,978,332,71381,292200
8498,Los Angeles,34.66,-118.17,INLAND,731,233,57049,173200
8499,Los Angeles,34.67,-118.17,INLAND,3723,1389,45659,140300
8500,Los Angeles,34.68,-118.17,INLAND,2288,724,66772,185600
8501,Los Angeles,34.69,-118.17,INLAND,2188,724,41667,171900
8502,Kern,34.86,-118.17,INLAND,1488,554,27361,83300
8503,Kern,34.87,-118.17,INLAND,761,278,30184,87900
8504,Los Angeles,33.72,-118.16,NEAR OCEAN,1059,651,36250,500000
8505,Los Angeles,33.77,-118.16,NEAR OCEAN,7099,3997,32571,299440
8506,Los Angeles,33.78,-118.16,NEAR OCEAN,15280,5312,22207,180033
8507,Los Angeles,33.79,-118.16,NEAR OCEAN,9061,3011,28360,172267
8508,Los Angeles,33.8,-118.16,NEAR OCEAN,1530,807,51806,175000
8509,Los Angeles,33.84,-118.16,<1H OCEAN,4306,1565,41838,215975
8510,Los Angeles,33.85,-118.16,<1H OCEAN,2267,817,40764,215900
8511,Los Angeles,33.86,-118.16,<1H OCEAN,4066,1558,25068,156300
8512,Los Angeles,33.87,-118.16,<1H OCEAN,1363,478,26406,156700
8513,Los Angeles,33.88,-118.16,<1H OCEAN,4619,1387,26599,168933
8514,Los Angeles,33.89,-118.16,<1H OCEAN,2189,809,24005,160167
8515,Los Angeles,33.9,-118.16,<1H OCEAN,2399,594,27339,156700
8516,Los Angeles,33.91,-118.16,<1H OCEAN,8041,2126,30412,144325
8517,Los Angeles,33.92,-118.16,<1H OCEAN,2033,629,40410,190100
8518,Los Angeles,33.93,-118.16,<1H OCEAN,474,132,37361,179800
8519,Los Angeles,33.94,-118.16,<1H OCEAN,6272,2354,41332,216600
8520,Los Angeles,33.96,-118.16,<1H OCEAN,2480,481,24432,187500
8521,Los Angeles,33.97,-118.16,<1H OCEAN,11014,2436,21408,177850
8522,Los Angeles,33.98,-118.16,<1H OCEAN,1448,320,29375,162500
8523,Los Angeles,34.0,-118.16,<1H OCEAN,1233,306,36583,150500
8524,Los Angeles,34.01,-118.16,<1H OCEAN,3603,917,18876,146400
8525,Los Angeles,34.02,-118.16,<1H OCEAN,8777,2242,21684,154067
8526,Los Angeles,34.03,-118.16,<1H OCEAN,4749,1089,27119,143333
8527,Los Angeles,34.04,-118.16,<1H OCEAN,5129,1339,21992,154400
8528,Los Angeles,34.06,-118.16,<1H OCEAN,2948,976,59894,308100
8529,Los Angeles,34.07,-118.16,<1H OCEAN,4694,1365,36926,210600
8530,Los Angeles,34.08,-118.16,<1H OCEAN,1338,352,32031,144600
8531,Los Angeles,34.09,-118.16,<1H OCEAN,6441,1904,27023,182975
8532,Los Angeles,34.11,-118.16,<1H OCEAN,3271,1313,39448,314000
8533,Los Angeles,34.12,-118.16,<1H OCEAN,940,484,54165,435100
8534,Los Angeles,34.13,-118.16,<1H OCEAN,1337,631,77230,500001
8535,Los Angeles,34.14,-118.16,<1H OCEAN,1789,679,78626,500001
8536,Los Angeles,34.15,-118.16,<1H OCEAN,800,442,69873,381500
8537,Los Angeles,34.16,-118.16,<1H OCEAN,2166,719,39846,223633
8538,Los Angeles,34.17,-118.16,<1H OCEAN,1377,476,33825,159600
8539,Los Angeles,34.18,-118.16,<1H OCEAN,1904,526,21534,135900
8540,Los Angeles,34.19,-118.16,<1H OCEAN,4236,1200,33571,160200
8541,Los Angeles,34.2,-118.16,<1H OCEAN,988,307,38203,176000
8542,Los Angeles,34.6,-118.16,INLAND,7221,2297,57384,179250
8543,Los Angeles,34.68,-118.16,INLAND,3811,1556,31854,98150
8544,Los Angeles,34.69,-118.16,INLAND,1974,545,39028,126800
8545,Los Angeles,34.7,-118.16,INLAND,1365,478,48787,127700
8546,Los Angeles,34.71,-118.16,INLAND,2680,882,41719,117200
8547,Kern,35.05,-118.16,INLAND,776,278,25875,68900
8548,Los Angeles,33.76,-118.15,NEAR OCEAN,1183,749,35985,500001
8549,Los Angeles,33.77,-118.15,NEAR OCEAN,7142,3814,36959,326580
8550,Los Angeles,33.78,-118.15,NEAR OCEAN,5957,2883,31471,209425
8551,Los Angeles,33.79,-118.15,NEAR OCEAN,3954,1817,34140,191100
8552,Los Angeles,33.8,-118.15,NEAR OCEAN,1167,372,31042,219800
8553,Los Angeles,33.84,-118.15,<1H OCEAN,2889,1087,54013,308900
8554,Los Angeles,33.85,-118.15,<1H OCEAN,3449,1470,36496,216000
8555,Los Angeles,33.86,-118.15,<1H OCEAN,3281,1188,39512,205633
8556,Los Angeles,33.87,-118.15,<1H OCEAN,3420,1188,32199,190000
8557,Los Angeles,33.88,-118.15,<1H OCEAN,2688,1035,25200,146000
8558,Los Angeles,33.89,-118.15,<1H OCEAN,6515,1568,33405,169550
8559,Los Angeles,33.9,-118.15,<1H OCEAN,1855,662,28090,144600
8560,Los Angeles,33.91,-118.15,<1H OCEAN,4390,1197,31649,147500
8561,Los Angeles,33.92,-118.15,<1H OCEAN,3594,1124,34507,181650
8562,Los Angeles,33.93,-118.15,<1H OCEAN,4922,1765,41854,224000
8563,Los Angeles,33.94,-118.15,<1H OCEAN,1995,686,37942,221050
8564,Los Angeles,33.95,-118.15,<1H OCEAN,2278,825,33938,236100
8565,Los Angeles,33.96,-118.15,<1H OCEAN,5151,1293,27096,198800
8566,Los Angeles,33.97,-118.15,<1H OCEAN,4610,1044,23308,170033
